Symbol,Feature,Lag,P-value
SHB_train,high,20,0.0
SHB_train,high,21,0.0
SHB_train,high,22,0.0
SHB_train,high,23,0.0
SHB_train,high,24,0.0
SHB_train,high,25,0.0
SHB_train,high,26,0.0
SHB_train,high,27,0.0
SHB_train,high,28,0.0
SHB_train,high,29,0.0
SHB_train,high,30,0.0
SHB_train,low,1,3.601710582249942e-272
SHB_train,low,2,0.0
SHB_train,low,3,0.0
SHB_train,low,4,0.0
SHB_train,low,5,0.0
SHB_train,low,6,0.0
SHB_train,low,7,0.0
SHB_train,low,8,0.0
SHB_train,low,9,0.0
SHB_train,low,10,0.0
SHB_train,low,11,0.0
SHB_train,low,12,0.0
SHB_train,low,13,0.0
SHB_train,low,14,0.0
SHB_train,low,15,0.0
SHB_train,low,16,0.0
SHB_train,low,17,0.0
SHB_train,low,18,0.0
SHB_train,low,19,0.0
SHB_train,low,20,0.0
SHB_train,low,21,0.0
SHB_train,low,22,0.0
SHB_train,low,23,0.0
SHB_train,low,24,0.0
SHB_train,low,25,0.0
SHB_train,low,26,0.0
SHB_train,low,27,0.0
SHB_train,low,28,0.0
SHB_train,low,29,0.0
SHB_train,low,30,0.0
SHB_train,close,1,3.118991271538308e-272
SHB_train,close,2,0.0
SHB_train,close,3,0.0
SHB_train,close,4,0.0
SHB_train,close,5,0.0
SHB_train,close,6,0.0
SHB_train,close,7,0.0
SHB_train,close,8,0.0
SHB_train,close,9,0.0
SHB_train,close,10,0.0
SHB_train,close,11,0.0
SHB_train,close,12,0.0
SHB_train,close,13,0.0
SHB_train,close,14,0.0
SHB_train,close,15,0.0
SHB_train,close,16,0.0
SHB_train,close,17,0.0
SHB_train,close,18,0.0
SHB_train,close,19,0.0
SHB_train,close,20,0.0
SHB_train,close,21,0.0
SHB_train,close,22,0.0
SHB_train,close,23,0.0
SHB_train,close,24,0.0
SHB_train,close,25,0.0
SHB_train,close,26,0.0
SHB_train,close,27,0.0
SHB_train,close,28,0.0
SHB_train,close,29,0.0
SHB_train,close,30,0.0
SSB_train,open,1,1.9565859233486643e-146
SSB_train,open,2,1.047655312246786e-282
SSB_train,open,3,0.0
SSB_train,open,4,0.0
SSB_train,open,5,0.0
SSB_train,open,6,0.0
SSB_train,open,7,0.0
SSB_train,open,8,0.0
SSB_train,open,9,0.0
SSB_train,open,10,0.0
SSB_train,open,11,0.0
SSB_train,open,12,0.0
SSB_train,open,13,0.0
SSB_train,open,14,0.0
SSB_train,open,15,0.0
SSB_train,open,16,0.0
SSB_train,open,17,0.0
SSB_train,open,18,0.0
SSB_train,open,19,0.0
SSB_train,open,20,0.0
SSB_train,open,21,0.0
SSB_train,open,22,0.0
SSB_train,open,23,0.0
SSB_train,open,24,0.0
SSB_train,open,25,0.0
SSB_train,open,26,0.0
SSB_train,open,27,0.0
SSB_train,open,28,0.0
SSB_train,open,29,0.0
SSB_train,open,30,0.0
SSB_train,high,1,1.1736374939241008e-147
SSB_train,high,2,3.0799223087337092e-285
SSB_train,high,3,0.0
SSB_train,high,4,0.0
SSB_train,high,5,0.0
SSB_train,high,6,0.0
SSB_train,high,7,0.0
SSB_train,high,8,0.0
SSB_train,high,9,0.0
SSB_train,high,10,0.0
SSB_train,high,11,0.0
SSB_train,high,12,0.0
SSB_train,high,13,0.0
SSB_train,high,14,0.0
SSB_train,high,15,0.0
SSB_train,high,16,0.0
SSB_train,high,17,0.0
SSB_train,high,18,0.0
SSB_train,high,19,0.0
SSB_train,high,20,0.0
SSB_train,high,21,0.0
SSB_train,high,22,0.0
SSB_train,high,23,0.0
SSB_train,high,24,0.0
SSB_train,high,25,0.0
SSB_train,high,26,0.0
SSB_train,high,27,0.0
SSB_train,high,28,0.0
SSB_train,high,29,0.0
SSB_train,high,30,0.0
SSB_train,low,1,1.1943591464227308e-146
SSB_train,low,2,3.4215262116862073e-283
SSB_train,low,3,0.0
SSB_train,low,4,0.0
SSB_train,low,5,0.0
SSB_train,low,6,0.0
SSB_train,low,7,0.0
SSB_train,low,8,0.0
SSB_train,low,9,0.0
SSB_train,low,10,0.0
SSB_train,low,11,0.0
SSB_train,low,12,0.0
SSB_train,low,13,0.0
SSB_train,low,14,0.0
SSB_train,low,15,0.0
SSB_train,low,16,0.0
SSB_train,low,17,0.0
SSB_train,low,18,0.0
SSB_train,low,19,0.0
SSB_train,low,20,0.0
SSB_train,low,21,0.0
SSB_train,low,22,0.0
SSB_train,low,23,0.0
SSB_train,low,24,0.0
SSB_train,low,25,0.0
SSB_train,low,26,0.0
SSB_train,low,27,0.0
SSB_train,low,28,0.0
SSB_train,low,29,0.0
SSB_train,low,30,0.0
SSB_train,close,1,7.67576762868348e-147
SSB_train,close,2,2.584562754914818e-283
SSB_train,close,3,0.0
SSB_train,close,4,0.0
SSB_train,close,5,0.0
SSB_train,close,6,0.0
SSB_train,close,7,0.0
SSB_train,close,8,0.0
SSB_train,close,9,0.0
SSB_train,close,10,0.0
SSB_train,close,11,0.0
SSB_train,close,12,0.0
SSB_train,close,13,0.0
SSB_train,close,14,0.0
SSB_train,close,15,0.0
SSB_train,close,16,0.0
SSB_train,close,17,0.0
SSB_train,close,18,0.0
SSB_train,close,19,0.0
SSB_train,close,20,0.0
SSB_train,close,21,0.0
SSB_train,close,22,0.0
SSB_train,close,23,0.0
SSB_train,close,24,0.0
SSB_train,close,25,0.0
SSB_train,close,26,0.0
SSB_train,close,27,0.0
SSB_train,close,28,0.0
SSB_train,close,29,0.0
SSB_train,close,30,0.0
SSI_train,open,1,7.742417709967124e-273
SSI_train,open,2,0.0
SSI_train,open,3,0.0
SSI_train,open,4,0.0
SSI_train,open,5,0.0
SSI_train,open,6,0.0
SSI_train,open,7,0.0
SSI_train,open,8,0.0
SSI_train,open,9,0.0
SSI_train,open,10,0.0
SSI_train,open,11,0.0
SSI_train,open,12,0.0
SSI_train,open,13,0.0
SSI_train,open,14,0.0
SSI_train,open,15,0.0
SSI_train,open,16,0.0
SSI_train,open,17,0.0
SSI_train,open,18,0.0
SSI_train,open,19,0.0
SSI_train,open,20,0.0
SSI_train,open,21,0.0
SSI_train,open,22,0.0
SSI_train,open,23,0.0
SSI_train,open,24,0.0
SSI_train,open,25,0.0
SSI_train,open,26,0.0
SSI_train,open,27,0.0
SSI_train,open,28,0.0
SSI_train,open,29,0.0
SSI_train,open,30,0.0
SSI_train,high,1,2.1539323320754054e-273
SSI_train,high,2,0.0
SSI_train,high,3,0.0
SSI_train,high,4,0.0
SSI_train,high,5,0.0
SSI_train,high,6,0.0
SSI_train,high,7,0.0
SSI_train,high,8,0.0
SSI_train,high,9,0.0
SSI_train,high,10,0.0
SSI_train,high,11,0.0
SSI_train,high,12,0.0
SSI_train,high,13,0.0
SSI_train,high,14,0.0
SSI_train,high,15,0.0
SSI_train,high,16,0.0
SSI_train,high,17,0.0
SSI_train,high,18,0.0
SSI_train,high,19,0.0
SSI_train,high,20,0.0
SSI_train,high,21,0.0
SSI_train,high,22,0.0
SSI_train,high,23,0.0
SSI_train,high,24,0.0
SSI_train,high,25,0.0
SSI_train,high,26,0.0
SSI_train,high,27,0.0
SSI_train,high,28,0.0
SSI_train,high,29,0.0
SSI_train,high,30,0.0
SSI_train,low,1,5.1557531984316346e-273
SSI_train,low,2,0.0
SSI_train,low,3,0.0
SSI_train,low,4,0.0
SSI_train,low,5,0.0
SSI_train,low,6,0.0
SSI_train,low,7,0.0
SSI_train,low,8,0.0
SSI_train,low,9,0.0
SSI_train,low,10,0.0
SSI_train,low,11,0.0
SSI_train,low,12,0.0
SSI_train,low,13,0.0
SSI_train,low,14,0.0
SSI_train,low,15,0.0
SSI_train,low,16,0.0
SSI_train,low,17,0.0
SSI_train,low,18,0.0
SSI_train,low,19,0.0
SSI_train,low,20,0.0
SSI_train,low,21,0.0
SSI_train,low,22,0.0
SSI_train,low,23,0.0
SSI_train,low,24,0.0
SSI_train,low,25,0.0
SSI_train,low,26,0.0
SSI_train,low,27,0.0
SSI_train,low,28,0.0
SSI_train,low,29,0.0
SSI_train,low,30,0.0
SSI_train,close,1,4.939238556584835e-273
SSI_train,close,2,0.0
SSI_train,close,3,0.0
SSI_train,close,4,0.0
SSI_train,close,5,0.0
SSI_train,close,6,0.0
SSI_train,close,7,0.0
SSI_train,close,8,0.0
SSI_train,close,9,0.0
SSI_train,close,10,0.0
SSI_train,close,11,0.0
SSI_train,close,12,0.0
SSI_train,close,13,0.0
SSI_train,close,14,0.0
SSI_train,close,15,0.0
SSI_train,close,16,0.0
SSI_train,close,17,0.0
SSI_train,close,18,0.0
SSI_train,close,19,0.0
SSI_train,close,20,0.0
SSI_train,close,21,0.0
SSI_train,close,22,0.0
SSI_train,close,23,0.0
SSI_train,close,24,0.0
SSI_train,close,25,0.0
SSI_train,close,26,0.0
SSI_train,close,27,0.0
SSI_train,close,28,0.0
SSI_train,close,29,0.0
SSI_train,close,30,0.0
STB_train,open,1,1.3568106748641201e-272
STB_train,open,2,0.0
STB_train,open,3,0.0
STB_train,open,4,0.0
STB_train,open,5,0.0
STB_train,open,6,0.0
STB_train,open,7,0.0
STB_train,open,8,0.0
STB_train,open,9,0.0
STB_train,open,10,0.0
STB_train,open,11,0.0
STB_train,open,12,0.0
STB_train,open,13,0.0
STB_train,open,14,0.0
STB_train,open,15,0.0
STB_train,open,16,0.0
STB_train,open,17,0.0
STB_train,open,18,0.0
STB_train,open,19,0.0
STB_train,open,20,0.0
STB_train,open,21,0.0
STB_train,open,22,0.0
STB_train,open,23,0.0
STB_train,open,24,0.0
STB_train,open,25,0.0
STB_train,open,26,0.0
STB_train,open,27,0.0
STB_train,open,28,0.0
STB_train,open,29,0.0
STB_train,open,30,0.0
STB_train,high,1,3.405479397436389e-273
STB_train,high,2,0.0
STB_train,high,3,0.0
STB_train,high,4,0.0
STB_train,high,5,0.0
STB_train,high,6,0.0
STB_train,high,7,0.0
STB_train,high,8,0.0
STB_train,high,9,0.0
STB_train,high,10,0.0
STB_train,high,11,0.0
STB_train,high,12,0.0
STB_train,high,13,0.0
STB_train,high,14,0.0
STB_train,high,15,0.0
STB_train,high,16,0.0
STB_train,high,17,0.0
STB_train,high,18,0.0
STB_train,high,19,0.0
STB_train,high,20,0.0
STB_train,high,21,0.0
STB_train,high,22,0.0
STB_train,high,23,0.0
STB_train,high,24,0.0
STB_train,high,25,0.0
STB_train,high,26,0.0
STB_train,high,27,0.0
STB_train,high,28,0.0
STB_train,high,29,0.0
STB_train,high,30,0.0
STB_train,low,1,6.887744730094372e-273
STB_train,low,2,0.0
STB_train,low,3,0.0
STB_train,low,4,0.0
STB_train,low,5,0.0
STB_train,low,6,0.0
STB_train,low,7,0.0
STB_train,low,8,0.0
STB_train,low,9,0.0
STB_train,low,10,0.0
STB_train,low,11,0.0
STB_train,low,12,0.0
STB_train,low,13,0.0
STB_train,low,14,0.0
STB_train,low,15,0.0
STB_train,low,16,0.0
STB_train,low,17,0.0
STB_train,low,18,0.0
STB_train,low,19,0.0
STB_train,low,20,0.0
STB_train,low,21,0.0
STB_train,low,22,0.0
STB_train,low,23,0.0
STB_train,low,24,0.0
STB_train,low,25,0.0
STB_train,low,26,0.0
STB_train,low,27,0.0
STB_train,low,28,0.0
STB_train,low,29,0.0
STB_train,low,30,0.0
STB_train,close,1,9.016226991287674e-273
STB_train,close,2,0.0
STB_train,close,3,0.0
STB_train,close,4,0.0
STB_train,close,5,0.0
STB_train,close,6,0.0
STB_train,close,7,0.0
STB_train,close,8,0.0
STB_train,close,9,0.0
STB_train,close,10,0.0
STB_train,close,11,0.0
STB_train,close,12,0.0
STB_train,close,13,0.0
STB_train,close,14,0.0
STB_train,close,15,0.0
STB_train,close,16,0.0
STB_train,close,17,0.0
STB_train,close,18,0.0
STB_train,close,19,0.0
STB_train,close,20,0.0
STB_train,close,21,0.0
STB_train,close,22,0.0
STB_train,close,23,0.0
STB_train,close,24,0.0
STB_train,close,25,0.0
STB_train,close,26,0.0
STB_train,close,27,0.0
STB_train,close,28,0.0
STB_train,close,29,0.0
STB_train,close,30,0.0
TCB_train,open,1,4.128249614347366e-273
TCB_train,open,2,0.0
TCB_train,open,3,0.0
TCB_train,open,4,0.0
TCB_train,open,5,0.0
TCB_train,open,6,0.0
TCB_train,open,7,0.0
TCB_train,open,8,0.0
TCB_train,open,9,0.0
TCB_train,open,10,0.0
TCB_train,open,11,0.0
TCB_train,open,12,0.0
TCB_train,open,13,0.0
TCB_train,open,14,0.0
TCB_train,open,15,0.0
TCB_train,open,16,0.0
TCB_train,open,17,0.0
TCB_train,open,18,0.0
TCB_train,open,19,0.0
TCB_train,open,20,0.0
TCB_train,open,21,0.0
TCB_train,open,22,0.0
TCB_train,open,23,0.0
TCB_train,open,24,0.0
TCB_train,open,25,0.0
TCB_train,open,26,0.0
TCB_train,open,27,0.0
TCB_train,open,28,0.0
TCB_train,open,29,0.0
TCB_train,open,30,0.0
TCB_train,high,1,1.5908797686402019e-273
TCB_train,high,2,0.0
TCB_train,high,3,0.0
TCB_train,high,4,0.0
TCB_train,high,5,0.0
TCB_train,high,6,0.0
TCB_train,high,7,0.0
TCB_train,high,8,0.0
TCB_train,high,9,0.0
TCB_train,high,10,0.0
TCB_train,high,11,0.0
TCB_train,high,12,0.0
TCB_train,high,13,0.0
TCB_train,high,14,0.0
TCB_train,high,15,0.0
TCB_train,high,16,0.0
TCB_train,high,17,0.0
TCB_train,high,18,0.0
TCB_train,high,19,0.0
TCB_train,high,20,0.0
TCB_train,high,21,0.0
TCB_train,high,22,0.0
TCB_train,high,23,0.0
TCB_train,high,24,0.0
TCB_train,high,25,0.0
TCB_train,high,26,0.0
TCB_train,high,27,0.0
TCB_train,high,28,0.0
TCB_train,high,29,0.0
TCB_train,high,30,0.0
TCB_train,low,1,2.4401333823769313e-273
TCB_train,low,2,0.0
TCB_train,low,3,0.0
TCB_train,low,4,0.0
TCB_train,low,5,0.0
TCB_train,low,6,0.0
TCB_train,low,7,0.0
TCB_train,low,8,0.0
TCB_train,low,9,0.0
TCB_train,low,10,0.0
TCB_train,low,11,0.0
TCB_train,low,12,0.0
TCB_train,low,13,0.0
TCB_train,low,14,0.0
TCB_train,low,15,0.0
TCB_train,low,16,0.0
TCB_train,low,17,0.0
TCB_train,low,18,0.0
TCB_train,low,19,0.0
TCB_train,low,20,0.0
TCB_train,low,21,0.0
TCB_train,low,22,0.0
TCB_train,low,23,0.0
TCB_train,low,24,0.0
TCB_train,low,25,0.0
TCB_train,low,26,0.0
TCB_train,low,27,0.0
TCB_train,low,28,0.0
TCB_train,low,29,0.0
TCB_train,low,30,0.0
TCB_train,close,1,3.0946398770313815e-273
TCB_train,close,2,0.0
TCB_train,close,3,0.0
TCB_train,close,4,0.0
TCB_train,close,5,0.0
TCB_train,close,6,0.0
TCB_train,close,7,0.0
TCB_train,close,8,0.0
TCB_train,close,9,0.0
TCB_train,close,10,0.0
TCB_train,close,11,0.0
TCB_train,close,12,0.0
TCB_train,close,13,0.0
TCB_train,close,14,0.0
TCB_train,close,15,0.0
TCB_train,close,16,0.0
TCB_train,close,17,0.0
TCB_train,close,18,0.0
TCB_train,close,19,0.0
TCB_train,close,20,0.0
TCB_train,close,21,0.0
TCB_train,close,22,0.0
TCB_train,close,23,0.0
TCB_train,close,24,0.0
TCB_train,close,25,0.0
TCB_train,close,26,0.0
TCB_train,close,27,0.0
TCB_train,close,28,0.0
TCB_train,close,29,0.0
TCB_train,close,30,0.0
TPB_train,open,1,8.717906722721411e-273
TPB_train,open,2,0.0
TPB_train,open,3,0.0
TPB_train,open,4,0.0
TPB_train,open,5,0.0
TPB_train,open,6,0.0
TPB_train,open,7,0.0
TPB_train,open,8,0.0
TPB_train,open,9,0.0
TPB_train,open,10,0.0
TPB_train,open,11,0.0
TPB_train,open,12,0.0
TPB_train,open,13,0.0
TPB_train,open,14,0.0
TPB_train,open,15,0.0
TPB_train,open,16,0.0
TPB_train,open,17,0.0
TPB_train,open,18,0.0
TPB_train,open,19,0.0
TPB_train,open,20,0.0
TPB_train,open,21,0.0
TPB_train,open,22,0.0
TPB_train,open,23,0.0
TPB_train,open,24,0.0
TPB_train,open,25,0.0
TPB_train,open,26,0.0
TPB_train,open,27,0.0
TPB_train,open,28,0.0
TPB_train,open,29,0.0
TPB_train,open,30,0.0
TPB_train,high,1,2.5610222241063954e-273
TPB_train,high,2,0.0
TPB_train,high,3,0.0
TPB_train,high,4,0.0
TPB_train,high,5,0.0
TPB_train,high,6,0.0
TPB_train,high,7,0.0
TPB_train,high,8,0.0
TPB_train,high,9,0.0
TPB_train,high,10,0.0
TPB_train,high,11,0.0
TPB_train,high,12,0.0
TPB_train,high,13,0.0
TPB_train,high,14,0.0
TPB_train,high,15,0.0
TPB_train,high,16,0.0
TPB_train,high,17,0.0
TPB_train,high,18,0.0
TPB_train,high,19,0.0
TPB_train,high,20,0.0
TPB_train,high,21,0.0
TPB_train,high,22,0.0
TPB_train,high,23,0.0
TPB_train,high,24,0.0
TPB_train,high,25,0.0
TPB_train,high,26,0.0
TPB_train,high,27,0.0
TPB_train,high,28,0.0
TPB_train,high,29,0.0
TPB_train,high,30,0.0
TPB_train,low,1,4.892372878925077e-273
TPB_train,low,2,0.0
TPB_train,low,3,0.0
TPB_train,low,4,0.0
TPB_train,low,5,0.0
TPB_train,low,6,0.0
TPB_train,low,7,0.0
TPB_train,low,8,0.0
TPB_train,low,9,0.0
TPB_train,low,10,0.0
TPB_train,low,11,0.0
TPB_train,low,12,0.0
TPB_train,low,13,0.0
TPB_train,low,14,0.0
TPB_train,low,15,0.0
TPB_train,low,16,0.0
TPB_train,low,17,0.0
TPB_train,low,18,0.0
TPB_train,low,19,0.0
TPB_train,low,20,0.0
TPB_train,low,21,0.0
TPB_train,low,22,0.0
TPB_train,low,23,0.0
TPB_train,low,24,0.0
TPB_train,low,25,0.0
TPB_train,low,26,0.0
TPB_train,low,27,0.0
TPB_train,low,28,0.0
TPB_train,low,29,0.0
TPB_train,low,30,0.0
TPB_train,close,1,5.934567744727782e-273
TPB_train,close,2,0.0
TPB_train,close,3,0.0
TPB_train,close,4,0.0
TPB_train,close,5,0.0
TPB_train,close,6,0.0
TPB_train,close,7,0.0
TPB_train,close,8,0.0
TPB_train,close,9,0.0
TPB_train,close,10,0.0
TPB_train,close,11,0.0
TPB_train,close,12,0.0
TPB_train,close,13,0.0
TPB_train,close,14,0.0
TPB_train,close,15,0.0
TPB_train,close,16,0.0
TPB_train,close,17,0.0
TPB_train,close,18,0.0
TPB_train,close,19,0.0
TPB_train,close,20,0.0
TPB_train,close,21,0.0
TPB_train,close,22,0.0
TPB_train,close,23,0.0
TPB_train,close,24,0.0
TPB_train,close,25,0.0
TPB_train,close,26,0.0
TPB_train,close,27,0.0
TPB_train,close,28,0.0
TPB_train,close,29,0.0
TPB_train,close,30,0.0
VCB_train,open,1,6.846695430350764e-271
VCB_train,open,2,0.0
VCB_train,open,3,0.0
VCB_train,open,4,0.0
VCB_train,open,5,0.0
VCB_train,open,6,0.0
VCB_train,open,7,0.0
VCB_train,open,8,0.0
VCB_train,open,9,0.0
VCB_train,open,10,0.0
VCB_train,open,11,0.0
VCB_train,open,12,0.0
VCB_train,open,13,0.0
VCB_train,open,14,0.0
VCB_train,open,15,0.0
VCB_train,open,16,0.0
VCB_train,open,17,0.0
VCB_train,open,18,0.0
VCB_train,open,19,0.0
VCB_train,open,20,0.0
VCB_train,open,21,0.0
VCB_train,open,22,0.0
VCB_train,open,23,0.0
VCB_train,open,24,0.0
VCB_train,open,25,0.0
VCB_train,open,26,0.0
VCB_train,open,27,0.0
VCB_train,open,28,0.0
VCB_train,open,29,0.0
VCB_train,open,30,0.0
VCB_train,high,1,1.3684154829450207e-271
VCB_train,high,2,0.0
VCB_train,high,3,0.0
VCB_train,high,4,0.0
VCB_train,high,5,0.0
VCB_train,high,6,0.0
VCB_train,high,7,0.0
VCB_train,high,8,0.0
VCB_train,high,9,0.0
VCB_train,high,10,0.0
VCB_train,high,11,0.0
VCB_train,high,12,0.0
VCB_train,high,13,0.0
VCB_train,high,14,0.0
VCB_train,high,15,0.0
VCB_train,high,16,0.0
VCB_train,high,17,0.0
VCB_train,high,18,0.0
VCB_train,high,19,0.0
VCB_train,high,20,0.0
VCB_train,high,21,0.0
VCB_train,high,22,0.0
VCB_train,high,23,0.0
VCB_train,high,24,0.0
VCB_train,high,25,0.0
VCB_train,high,26,0.0
VCB_train,high,27,0.0
VCB_train,high,28,0.0
VCB_train,high,29,0.0
VCB_train,high,30,0.0
VCB_train,low,1,1.8536851752920348e-271
VCB_train,low,2,0.0
VCB_train,low,3,0.0
VCB_train,low,4,0.0
VCB_train,low,5,0.0
VCB_train,low,6,0.0
VCB_train,low,7,0.0
VCB_train,low,8,0.0
VCB_train,low,9,0.0
VCB_train,low,10,0.0
VCB_train,low,11,0.0
VCB_train,low,12,0.0
VCB_train,low,13,0.0
VCB_train,low,14,0.0
VCB_train,low,15,0.0
VCB_train,low,16,0.0
VCB_train,low,17,0.0
VCB_train,low,18,0.0
VCB_train,low,19,0.0
VCB_train,low,20,0.0
VCB_train,low,21,0.0
VCB_train,low,22,0.0
VCB_train,low,23,0.0
VCB_train,low,24,0.0
VCB_train,low,25,0.0
VCB_train,low,26,0.0
VCB_train,low,27,0.0
VCB_train,low,28,0.0
VCB_train,low,29,0.0
VCB_train,low,30,0.0
VCB_train,close,1,2.65237497023193e-271
VCB_train,close,2,0.0
VCB_train,close,3,0.0
VCB_train,close,4,0.0
VCB_train,close,5,0.0
VCB_train,close,6,0.0
VCB_train,close,7,0.0
VCB_train,close,8,0.0
VCB_train,close,9,0.0
VCB_train,close,10,0.0
VCB_train,close,11,0.0
VCB_train,close,12,0.0
VCB_train,close,13,0.0
VCB_train,close,14,0.0
VCB_train,close,15,0.0
VCB_train,close,16,0.0
VCB_train,close,17,0.0
VCB_train,close,18,0.0
VCB_train,close,19,0.0
VCB_train,close,20,0.0
VCB_train,close,21,0.0
VCB_train,close,22,0.0
VCB_train,close,23,0.0
VCB_train,close,24,0.0
VCB_train,close,25,0.0
VCB_train,close,26,0.0
VCB_train,close,27,0.0
VCB_train,close,28,0.0
VCB_train,close,29,0.0
VCB_train,close,30,0.0
VHM_train,open,1,4.36644107123597e-270
VHM_train,open,2,0.0
VHM_train,open,3,0.0
VHM_train,open,4,0.0
VHM_train,open,5,0.0
VHM_train,open,6,0.0
VHM_train,open,7,0.0
VHM_train,open,8,0.0
VHM_train,open,9,0.0
VHM_train,open,10,0.0
VHM_train,open,11,0.0
VHM_train,open,12,0.0
VHM_train,open,13,0.0
VHM_train,open,14,0.0
VHM_train,open,15,0.0
VHM_train,open,16,0.0
VHM_train,open,17,0.0
VHM_train,open,18,0.0
VHM_train,open,19,0.0
VHM_train,open,20,0.0
VHM_train,open,21,0.0
VHM_train,open,22,0.0
VHM_train,open,23,0.0
VHM_train,open,24,0.0
VHM_train,open,25,0.0
VHM_train,open,26,0.0
VHM_train,open,27,0.0
VHM_train,open,28,0.0
VHM_train,open,29,0.0
VHM_train,open,30,0.0
VHM_train,high,1,4.3568321264710217e-271
VHM_train,high,2,0.0
VHM_train,high,3,0.0
VHM_train,high,4,0.0
VHM_train,high,5,0.0
VHM_train,high,6,0.0
VHM_train,high,7,0.0
VHM_train,high,8,0.0
VHM_train,high,9,0.0
VHM_train,high,10,0.0
VHM_train,high,11,0.0
VHM_train,high,12,0.0
VHM_train,high,13,0.0
VHM_train,high,14,0.0
VHM_train,high,15,0.0
VHM_train,high,16,0.0
VHM_train,high,17,0.0
VHM_train,high,18,0.0
VHM_train,high,19,0.0
VHM_train,high,20,0.0
VHM_train,high,21,0.0
VHM_train,high,22,0.0
VHM_train,high,23,0.0
VHM_train,high,24,0.0
VHM_train,high,25,0.0
VHM_train,high,26,0.0
VHM_train,high,27,0.0
VHM_train,high,28,0.0
VHM_train,high,29,0.0
VHM_train,high,30,0.0
VHM_train,low,1,6.771383628308707e-271
VHM_train,low,2,0.0
VHM_train,low,3,0.0
VHM_train,low,4,0.0
VHM_train,low,5,0.0
VHM_train,low,6,0.0
VHM_train,low,7,0.0
VHM_train,low,8,0.0
VHM_train,low,9,0.0
VHM_train,low,10,0.0
VHM_train,low,11,0.0
VHM_train,low,12,0.0
VHM_train,low,13,0.0
VHM_train,low,14,0.0
VHM_train,low,15,0.0
VHM_train,low,16,0.0
VHM_train,low,17,0.0
VHM_train,low,18,0.0
VHM_train,low,19,0.0
VHM_train,low,20,0.0
VHM_train,low,21,0.0
VHM_train,low,22,0.0
VHM_train,low,23,0.0
VHM_train,low,24,0.0
VHM_train,low,25,0.0
VHM_train,low,26,0.0
VHM_train,low,27,0.0
VHM_train,low,28,0.0
VHM_train,low,29,0.0
VHM_train,low,30,0.0
VHM_train,close,1,1.3808759990802973e-270
VHM_train,close,2,0.0
VHM_train,close,3,0.0
VHM_train,close,4,0.0
VHM_train,close,5,0.0
VHM_train,close,6,0.0
VHM_train,close,7,0.0
VHM_train,close,8,0.0
VHM_train,close,9,0.0
VHM_train,close,10,0.0
VHM_train,close,11,0.0
VHM_train,close,12,0.0
VHM_train,close,13,0.0
VHM_train,close,14,0.0
VHM_train,close,15,0.0
VHM_train,close,16,0.0
VHM_train,close,17,0.0
VHM_train,close,18,0.0
VHM_train,close,19,0.0
VHM_train,close,20,0.0
VHM_train,close,21,0.0
VHM_train,close,22,0.0
VHM_train,close,23,0.0
VHM_train,close,24,0.0
VHM_train,close,25,0.0
VHM_train,close,26,0.0
VHM_train,close,27,0.0
VHM_train,close,28,0.0
VHM_train,close,29,0.0
VHM_train,close,30,0.0
VIB_train,open,1,1.3741062955984895e-271
VIB_train,open,2,0.0
VIB_train,open,3,0.0
VIB_train,open,4,0.0
VIB_train,open,5,0.0
VIB_train,open,6,0.0
VIB_train,open,7,0.0
VIB_train,open,8,0.0
VIB_train,open,9,0.0
VIB_train,open,10,0.0
VIB_train,open,11,0.0
VIB_train,open,12,0.0
VIB_train,open,13,0.0
VIB_train,open,14,0.0
VIB_train,open,15,0.0
VIB_train,open,16,0.0
VIB_train,open,17,0.0
VIB_train,open,18,0.0
VIB_train,open,19,0.0
VIB_train,open,20,0.0
VIB_train,open,21,0.0
VIB_train,open,22,0.0
VIB_train,open,23,0.0
VIB_train,open,24,0.0
VIB_train,open,25,0.0
VIB_train,open,26,0.0
VIB_train,open,27,0.0
VIB_train,open,28,0.0
VIB_train,open,29,0.0
VIB_train,open,30,0.0
VIB_train,high,1,7.021643527774722e-272
VIB_train,high,2,0.0
VIB_train,high,3,0.0
VIB_train,high,4,0.0
VIB_train,high,5,0.0
VIB_train,high,6,0.0
VIB_train,high,7,0.0
VIB_train,high,8,0.0
VIB_train,high,9,0.0
VIB_train,high,10,0.0
VIB_train,high,11,0.0
VIB_train,high,12,0.0
VIB_train,high,13,0.0
VIB_train,high,14,0.0
VIB_train,high,15,0.0
VIB_train,high,16,0.0
VIB_train,high,17,0.0
VIB_train,high,18,0.0
VIB_train,high,19,0.0
VIB_train,high,20,0.0
VIB_train,high,21,0.0
VIB_train,high,22,0.0
VIB_train,high,23,0.0
VIB_train,high,24,0.0
VIB_train,high,25,0.0
VIB_train,high,26,0.0
VIB_train,high,27,0.0
VIB_train,high,28,0.0
VIB_train,high,29,0.0
VIB_train,high,30,0.0
VIB_train,low,1,1.3353622833834744e-271
VIB_train,low,2,0.0
VIB_train,low,3,0.0
VIB_train,low,4,0.0
VIB_train,low,5,0.0
VIB_train,low,6,0.0
VIB_train,low,7,0.0
VIB_train,low,8,0.0
VIB_train,low,9,0.0
VIB_train,low,10,0.0
VIB_train,low,11,0.0
VIB_train,low,12,0.0
VIB_train,low,13,0.0
VIB_train,low,14,0.0
VIB_train,low,15,0.0
VIB_train,low,16,0.0
